Company,Product,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Screen_pixels,PPI,TotalStorageGB,CPU_series
HP,ProBook 450,Notebook,15.6,8,Windows 10,2.1,716.0,Full HD,1920,1080,0,1,0,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Nvidia,GeForce 930MX ,2202.9071700822983,141.21199808219862,1024,Core i3
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,16,Windows 10,1.4,2099.0,4K Ultra HD,3840,2160,1,1,0,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,4405.814340164597,316.96506044349616,512,Core i7
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.2,1579.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,165.6321180513006,256,Core i7
Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,Windows 10,2.4,1129.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,256,2048,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,2202.9071700822983,141.21199808219862,2304,Core i7
HP,Stream 14-AX001nv,Notebook,14.0,2,Windows 10,1.44,279.0,Standard,1366,768,0,0,0,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400,1567.0928498337296,111.93520355955211,32,N3060
Dell,Latitude 5590,Ultrabook,15.6,16,Windows 10,1.88,1607.96,Full HD,1920,1080,0,0,0,Intel,1.9,Core i7 8650U,512,256,SSD,SSD,Intel,UHD Graphics 620,2202.9071700822983,141.21199808219862,768,Core i7
Asus,VivoBook Flip,2 in 1 Convertible,11.6,4,Windows 10,1.5,375.0,Standard,1366,768,1,0,0,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,1567.0928498337296,135.0942111925629,32,N3350
Dell,Inspiron 5570,Ultrabook,15.6,8,Windows 10,1.9,663.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,1024,0,HDD,No,AMD,Radeon 530,2202.9071700822983,141.21199808219862,1024,Core i5
Dell,XPS 15,Notebook,15.6,16,Windows 10,2.06,2027.42,4K Ultra HD,3840,2160,1,0,0,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,4405.814340164597,282.42399616439724,512,Core i7
HP,Elitebook 850,Notebook,15.6,8,Windows 10,1.84,1304.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,141.21199808219862,256,Core i7
MSI,GP72MVR 7RFX,Gaming,17.3,8,Windows 10,2.7,1409.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,2202.9071700822983,127.33567457123111,1152,Core i7
HP,Zbook 15,Workstation,15.6,8,Windows 10,2.6,1738.27,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M1200,2202.9071700822983,141.21199808219862,256,Core i7
Toshiba,Tecra A50-C-21G,Notebook,15.6,16,Windows 10,2.4,1403.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i7 6500U,512,0,SSD,No,Nvidia,GeForce 930M,2202.9071700822983,141.21199808219862,512,Core i7
Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.02,970.9,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,128,2048,SSD,HDD,AMD,Radeon 530,2202.9071700822983,141.21199808219862,2176,Core i7
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,No OS,2.2,321.99,Standard,1366,768,0,0,0,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,1567.0928498337296,100.45466986113651,1024,N3350
Dell,Inspiron 7577,Gaming,15.6,8,Windows 10,2.65,999.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,2202.9071700822983,141.21199808219862,1024,Core i5
Dell,Inspiron 3567,Notebook,15.6,8,Windows 10,2.36,557.37,Standard,1366,768,1,0,0,Intel,2.5,Core i5 7200U,2048,0,HDD,No,Intel,HD Graphics 620,1567.0928498337296,100.45466986113651,2048,Core i5
Dell,Latitude 7480,Notebook,14.0,8,Windows 10,1.36,1427.0,Full HD,1920,1080,0,0,0,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,157.3505121487356,256,Core i5
HP,250 G6,Notebook,15.6,4,Windows 10,1.86,439.0,Standard,1366,768,0,0,0,Intel,2.0,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,1567.0928498337296,100.45466986113651,500,Core i3
Asus,Zenbook UX410UA-GV027T,Notebook,14.0,8,Windows 10,2.0,945.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,157.3505121487356,256,Core i5
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,Windows 10,2.8,719.0,Standard,1600,900,0,0,0,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce GTX 940MX,1835.7559750685818,106.11306214269258,1152,Core i5
HP,250 G6,Notebook,15.6,8,Windows 10,1.86,639.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,2202.9071700822983,141.21199808219862,1024,Core i5
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,No OS,2.2,499.0,Standard,1366,768,0,0,0,Intel,2.0,Core i3 6006U,256,0,SSD,No,Nvidia,GeForce 920MX ,1567.0928498337296,100.45466986113651,256,Core i3
HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,8,Windows 10,2.04,389.0,Standard,1366,768,0,0,0,Intel,1.6,Pentium Quad Core N3710,2048,0,HDD,No,Intel,HD Graphics 405,1567.0928498337296,100.45466986113651,2048,N3710
Dell,Inspiron 5770,Notebook,17.3,8,Windows 10,2.8,1085.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530,2202.9071700822983,127.33567457123111,1152,Core i5
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,809.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,2202.9071700822983,141.21199808219862,1152,Core i5
Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.33,899.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445,2202.9071700822983,141.21199808219862,256,Core i7
HP,Elitebook 1040,Ultrabook,14.0,8,Windows 10,1.36,1750.0,Full HD,1920,1080,0,1,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,157.3505121487356,256,Core i7
Asus,ZenBook Flip,2 in 1 Convertible,15.6,12,Windows 10,2.26,1099.0,Full HD,1920,1080,1,0,0,Intel,2.7,Core i7 7500U,512,2048,SSD,HDD,Nvidia,GeForce GT 940MX,2202.9071700822983,141.21199808219862,2560,Core i7
Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,426.0,Standard,1366,768,0,0,0,AMD,3.0,A9-Series 9420,128,0,SSD,No,AMD,Radeon R5,1567.0928498337296,100.45466986113651,128,A9
Asus,Rog Strix,Gaming,17.3,16,Windows 10,3.25,2199.0,Full HD,1920,1080,0,1,0,AMD,3.0,Ryzen 1700,256,1024,SSD,HDD,AMD,Radeon RX 580,2202.9071700822983,127.33567457123111,1280,Ryzen 1700
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,4,Windows 10,2.6,489.0,Standard,1600,900,0,0,0,AMD,2.2,A8-Series 7410,128,0,SSD,No,AMD,Radeon R5,1835.7559750685818,106.11306214269258,128,A8
Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,Windows 10,1.62,869.01,Full HD,1920,1080,1,0,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,165.6321180513006,256,Core i7
HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,4,Windows 10,1.91,488.99,Full HD,1920,1080,0,0,0,AMD,3.0,A9-Series 9420,256,0,SSD,No,AMD,Radeon R5,2202.9071700822983,141.21199808219862,256,A9
Lenovo,Yoga 11e,Netbook,11.6,4,Windows 10,1.59,553.0,Standard,1366,768,0,1,0,Intel,1.1,Celeron Quad Core N3450,128,0,SSD,No,Intel,HD Graphics 500,1567.0928498337296,135.0942111925629,128,N3450
Dell,Inspiron 3552,Notebook,15.6,4,Windows 10,1.8,309.0,Standard,1366,768,0,0,0,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics 400,1567.0928498337296,100.45466986113651,500,N3060
Asus,VivoBook E403NA,Notebook,14.0,4,Windows 10,1.5,286.0,Standard,1366,768,0,0,0,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,1567.0928498337296,111.93520355955211,32,N3350
Acer,Aspire 7,Notebook,15.6,8,Linux,2.4,846.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,2202.9071700822983,141.21199808219862,1024,Core i7
HP,Omen 17-w212nv,Gaming,17.3,8,Windows 10,3.35,1191.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,2202.9071700822983,127.33567457123111,1152,Core i7
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,4,No OS,1.85,403.5,Full HD,1920,1080,0,0,0,Intel,2.0,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,2202.9071700822983,141.21199808219862,128,Core i3
Asus,ROG Strix,Gaming,15.6,8,Windows 10,2.3,1655.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,2202.9071700822983,141.21199808219862,1152,Core i7
Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,8,Windows 10,1.5,1099.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX,2202.9071700822983,157.3505121487356,256,Core i5
Asus,Zenbook Flip,Ultrabook,13.3,16,Windows 10,1.1,1748.9,Full HD,1920,1080,1,0,0,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,165.6321180513006,512,Core i7
Lenovo,Thinkpad X1,Ultrabook,14.0,8,Windows 10,1.13,2282.0,Standard,2560,1440,0,1,0,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,2937.2095601097312,209.8006828649808,512,Core i7
Lenovo,Ideapad 510S-13IKB,Notebook,13.3,4,Windows 10,1.5,549.0,Full HD,1920,1080,0,1,0,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,165.6321180513006,128,Core i3
Dell,Precision 3510,Workstation,15.6,8,Windows 10,2.23,1369.0,Full HD,1920,1080,0,0,0,Intel,2.6,Core i5 6440HQ,500,0,HDD,No,AMD,FirePro W5130M,2202.9071700822983,141.21199808219862,500,Core i5
Dell,Precision 5520,Workstation,15.6,8,Windows 10,2.0,2135.0,Full HD,1920,1080,0,1,0,Intel,2.7,Core i7 6820HQ,256,0,SSD,No,Nvidia,Quadro M1200,2202.9071700822983,141.21199808219862,256,Core i7
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16,Windows 10,1.42,2509.0,Standard,2560,1440,1,0,0,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,2937.2095601097312,209.8006828649808,512,Core i7
Asus,Rog GL753VD-GC042T,Gaming,17.3,8,Windows 10,3.0,1039.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,2202.9071700822983,127.33567457123111,1024,Core i7
Asus,Rog GL753VE-GC070T,Gaming,17.3,16,Windows 10,3.0,1591.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,2202.9071700822983,127.33567457123111,1280,Core i7
Acer,Aspire 5,Notebook,15.6,12,Windows 10,2.2,693.99,Standard,1366,768,0,1,0,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Nvidia,GeForce MX130,1567.0928498337296,100.45466986113651,1024,Core i5
MSI,Leopard GP72M,Gaming,17.3,8,Windows 10,2.7,1349.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,2202.9071700822983,127.33567457123111,256,Core i7
Dell,Inspiron 5567,Notebook,15.6,8,Linux,2.33,778.87,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445,2202.9071700822983,141.21199808219862,256,Core i7
HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,4,Windows 10,1.91,499.0,Full HD,1920,1080,0,0,0,AMD,3.0,A9-Series 9420,256,0,SSD,No,AMD,Radeon 520,2202.9071700822983,141.21199808219862,256,A9
Lenovo,ThinkPad E580,Notebook,15.6,8,Windows 10,2.1,1229.56,Full HD,1920,1080,0,1,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,AMD,Radeon RX 550,2202.9071700822983,141.21199808219862,256,Core i7
Lenovo,ThinkPad L470,Notebook,14.0,8,Windows 10,1.9,938.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,157.3505121487356,256,Core i5
Dell,Precision M5520,Workstation,15.6,8,Windows 10,1.78,2712.0,4K Ultra HD,3840,2160,1,0,0,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M1200,4405.814340164597,282.42399616439724,256,Core i7
Lenovo,Thinkpad X1,Ultrabook,14.0,16,Windows 10,1.13,2625.0,Standard,2560,1440,0,1,0,Intel,2.7,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620,2937.2095601097312,209.8006828649808,1024,Core i7
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,306.0,Standard,1366,768,0,0,0,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,1567.0928498337296,100.45466986113651,1024,N3350
Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,16,Windows 10,2.9,1529.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050,2202.9071700822983,127.33567457123111,1280,Core i7
Lenovo,ThinkPad E580,Notebook,15.6,8,Windows 10,2.1,1144.5,Full HD,1920,1080,0,1,0,Intel,1.6,Core i5 8250U,256,1024,SSD,HDD,AMD,Radeon RX 550,2202.9071700822983,141.21199808219862,1280,Core i5
Acer,Aspire 7,Notebook,15.6,8,Linux,2.5,879.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,2202.9071700822983,141.21199808219862,256,Core i7
MSI,GE73VR 7RF,Gaming,17.3,16,Windows 10,2.8,2249.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,2202.9071700822983,127.33567457123111,1280,Core i7
Asus,Zenbook 3,Ultrabook,14.0,8,Windows 10,1.1,1873.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,157.3505121487356,512,Core i7
Toshiba,Portege Z30-C-16P,Ultrabook,13.3,16,Windows 10,1.2,1747.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,2202.9071700822983,165.6321180513006,512,Core i7
Dell,Latitude 7480,Ultrabook,14.0,8,Windows 10,1.36,1680.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7600U,512,0,SSD,No,Intel,HD Graphics,2202.9071700822983,157.3505121487356,512,Core i7
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,Windows 10,2.2,409.0,Full HD,1920,1080,0,0,0,Intel,2.0,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,2202.9071700822983,141.21199808219862,500,Core i3
Lenovo,Lenovo IdeaPad,Notebook,11.6,2,Windows 10,1.15,304.45,Standard,1366,768,0,0,0,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,1567.0928498337296,135.0942111925629,32,N3350
Lenovo,ThinkPad P51,Workstation,15.6,8,Windows 10,2.67,1925.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,Quadro M1200,2202.9071700822983,141.21199808219862,512,Core i7
Lenovo,Thinkpad T470p,Ultrabook,14.0,8,Windows 10,1.7,1943.0,Full HD,2560,1440,0,1,0,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GT 940MX,2937.2095601097312,209.8006828649808,512,Core i7
HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,4,Windows 10,2.1,469.0,Full HD,1920,1080,0,0,0,Intel,2.0,Core i3 6006U,1024,0,HDD,No,AMD,Radeon 520,2202.9071700822983,141.21199808219862,1024,Core i3
Acer,Aspire R7,2 in 1 Convertible,13.3,8,Windows 10,1.6,789.01,Full HD,1920,1080,1,1,0,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,2202.9071700822983,165.6321180513006,256,Core i7
Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,Windows 10,1.27,928.0,Full HD,1920,1080,1,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,165.6321180513006,256,Core i5
Dell,Inspiron 3567,Notebook,15.6,4,Linux,2.3,598.9,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,AMD,Radeon R5 M430,2202.9071700822983,141.21199808219862,256,Core i5
Dell,Latitude 3380,Notebook,13.3,4,Windows 10,1.65,689.0,Standard,1366,768,0,0,0,Intel,2.0,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,1567.0928498337296,117.82653006268643,128,Core i3
HP,EliteBook 1040,Ultrabook,14.0,8,Windows 10,1.43,1500.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,2202.9071700822983,157.3505121487356,256,Core i7
Dell,Inspiron 3567,Notebook,15.6,8,Windows 10,2.14,539.95,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,1567.0928498337296,100.45466986113651,1024,Core i5
Lenovo,ThinkPad E480,Ultrabook,14.0,8,Windows 10,1.75,1215.38,Full HD,1920,1080,0,1,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,AMD,Radeon RX 550,2202.9071700822983,157.3505121487356,256,Core i7
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,16,Windows 10,2.0,1899.0,4K Ultra HD,3840,2160,1,1,0,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,4405.814340164597,282.42399616439724,512,Core i7
Chuwi,LapBook 12.3,Notebook,12.3,6,Windows 10,1.4,449.0,Standard,2736,1824,0,1,1,Intel,1.1,Celeron Quad Core N3450,64,0,Flash Storage,No,Intel,HD Graphics 500,3288.2627632231583,267.3384360344031,64,N3450
HP,ProBook 650,Notebook,15.6,8,Windows 10,2.31,1427.0,Full HD,1920,1080,0,0,0,Intel,2.9,Core i7 7820HQ,256,0,SSD,No,Intel,HD Graphics 630,2202.9071700822983,141.21199808219862,256,Core i7
Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,8,Linux,2.3,597.0,Full HD,1920,1080,0,0,0,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Nvidia,GeForce 940MX,2202.9071700822983,141.21199808219862,1024,Core i3
Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.42,2799.0,Standard,2560,1440,0,1,0,Intel,2.9,Core i7 7820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,2937.2095601097312,169.78089942830815,1280,Core i7
Dell,Inspiron 7577,Gaming,15.6,8,Windows 10,2.62,1159.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,2202.9071700822983,141.21199808219862,1152,Core i7
Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.02,1142.4,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530,2202.9071700822983,141.21199808219862,2304,Core i7
Dell,Latitude 5480,Ultrabook,14.0,8,Linux,1.6,1099.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,157.3505121487356,256,Core i7
HP,Omen 17-w207nv,Gaming,17.3,12,Windows 10,3.35,1999.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,2202.9071700822983,127.33567457123111,1280,Core i7
Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,4,Windows 10,1.16,299.0,Full HD,1920,1080,1,1,0,Intel,1.1,Celeron Dual Core N3350,32,0,SSD,No,Intel,HD Graphics 500,2202.9071700822983,189.90579052433606,32,N3350
Samsung,Chromebook 3,Netbook,11.6,4,Chrome OS,1.15,269.0,Standard,1366,768,0,0,0,Intel,1.6,Celeron Dual Core N3060,16,0,Flash Storage,No,Intel,HD Graphics 400,1567.0928498337296,135.0942111925629,16,N3060
Lenovo,Thinkpad 13,Notebook,13.3,8,Windows 10,1.4,1010.0,Full HD,1920,1080,0,1,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,165.6321180513006,256,Core i7
Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,4,Windows 10,1.7,599.0,Full HD,1920,1080,0,1,0,Intel,2.7,Core i3 7130U,128,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,157.3505121487356,128,Core i3
Lenovo,Thinkpad T570,Workstation,15.6,16,Windows 10,2.3,2445.0,4K Ultra HD,3840,2160,0,1,0,Intel,2.8,Core i7 7600U,512,0,SSD,No,Nvidia,GeForce 940MX,4405.814340164597,282.42399616439724,512,Core i7
Lenovo,Thinkpad P51,Notebook,15.6,16,Windows 10,2.5,2449.0,Full HD,1920,1080,0,0,0,Intel,2.9,Core i7 7820HQ,512,0,SSD,No,Nvidia,Quadro M2200M,2202.9071700822983,141.21199808219862,512,Core i7
Asus,Rog Strix,Gaming,17.3,8,Windows 10,3.2,1695.0,Full HD,1920,1080,0,0,0,AMD,3.2,Ryzen 1600,256,1024,SSD,HDD,AMD,Radeon RX 580,2202.9071700822983,127.33567457123111,1280,Ryzen 1600
HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,347.0,Standard,1366,768,0,0,0,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics 400,1567.0928498337296,100.45466986113651,500,N3060
Google,Pixelbook (Core,Ultrabook,12.3,16,Chrome OS,1.1,2199.0,Standard,2400,1600,1,0,0,Intel,1.3,Core i7 7Y75,512,0,SSD,No,Intel,HD Graphics 615,2884.4410203711914,234.50740003017813,512,Core i7
Lenovo,ThinkPad T470s,Ultrabook,14.0,24,Windows 10,1.32,2382.0,Standard,2560,1440,0,0,0,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,2937.2095601097312,209.8006828649808,512,Core i7
Asus,VivoBook Max,Notebook,15.6,4,Linux,2.0,559.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,141.21199808219862,256,Core i5
Lenovo,IdeaPad 320-15AST,Notebook,17.3,8,Windows 10,2.8,519.0,Standard,1600,900,0,0,0,AMD,2.5,A6-Series 9220,1024,0,HDD,No,AMD,Radeon R4,1835.7559750685818,106.11306214269258,1024,A6
Dell,Inspiron 5570,Notebook,15.6,4,Windows 10,2.2,749.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530,2202.9071700822983,141.21199808219862,256,Core i5
Lenovo,ThinkPad X270,Ultrabook,12.5,8,Windows 10,1.36,1429.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,176.23257360658386,256,Core i5
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,349.0,Full HD,1920,1080,0,0,0,Intel,1.1,Pentium Quad Core N4200,128,0,SSD,No,Intel,HD Graphics 505,2202.9071700822983,141.21199808219862,128,N4200
HP,Omen 15-AX205na,Gaming,15.6,8,Windows 10,2.2,1099.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,2202.9071700822983,141.21199808219862,1152,Core i7
Dell,Latitude 5480,Notebook,14.0,8,Windows 10,1.64,1179.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Nvidia,GeForce 930MX,2202.9071700822983,157.3505121487356,256,Core i5
Acer,Aspire ES1-572,Notebook,15.6,4,Linux,2.4,441.8,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,1567.0928498337296,100.45466986113651,500,Core i5
Dell,Precision 3520,Workstation,15.6,8,Windows 10,2.23,1993.0,Full HD,1920,1080,0,0,0,Intel,3.0,Xeon E3-1505M V6,64,1024,Flash Storage,HDD,Nvidia,Quadro M620,2202.9071700822983,141.21199808219862,1088,E3
MSI,GV62 7RD-1686NL,Gaming,15.6,8,Windows 10,2.2,1027.74,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,2202.9071700822983,141.21199808219862,256,Core i5
Microsoft,Surface Laptop,Ultrabook,13.5,16,Windows 10 S,1.25,2589.0,Standard,2256,1504,1,0,0,Intel,2.5,Core i7 7660U,512,0,SSD,No,Intel,Iris Plus Graphics 640,2711.37455914892,200.84255993695703,512,Core i7
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,8,Windows 10,1.91,589.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,1567.0928498337296,100.45466986113651,128,Core i5
Dell,Precision 3520,Workstation,15.6,16,Windows 10,2.17,1975.0,Full HD,1920,1080,0,1,0,Intel,2.7,Core i7 6820HQ,256,0,SSD,No,Nvidia,Quadro M620,2202.9071700822983,141.21199808219862,256,Core i7
